player_name,unique_id,age,overall_score,height,weight,preferred_foot,best_position,player_value,weekly_wage,crossing,finishing,heading_accuracy,short_passing,volley,dribbling,curves,free_kick_accuracy,long_pass,ball_control,acceleration,sprint_speed,agility,reaction,balance,shot_power,jumping,stamina,strength,long_shot,aggression,interception,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,weak_foot,skill_moves,attacking_work_rate,defensive_work_rate,pace,shooting,passing,dribble,defense,physical
M. Curado,224876,24,67,"6'2""",176lbs,Right,CB,$1.1M,$1K,29,27,69,56,36,29,33,28,41,49,55,59,39,69,49,61,74,60,81,28,69,64,31,32,47,61,67,65,62,2 ★,2★,Medium,Medium,57,36,41,39,66,73
O. De Wolf,235629,22,68,"6'3""",183lbs,Left,GK,$1.1M,$4K,11,8,12,22,9,9,10,10,21,18,33,37,39,59,22,56,53,23,62,8,26,9,7,33,16,29,11,10,14,3 ★,1★,Medium,Medium,67,68,74,70,35,67
P. García,255341,20,66,"5'10""",159lbs,Right,RM,$1.1M,$565,66,65,35,61,55,70,42,35,55,66,70,72,55,61,70,62,42,68,66,44,35,23,61,62,55,55,24,26,26,4 ★,2★,High,Medium,71,59,59,67,26,59
L. Moult,194925,27,68,"6'0""",187lbs,Right,ST,$1.1M,$14K,30,68,73,63,72,61,57,66,38,66,65,66,66,63,64,68,83,64,76,64,66,24,68,48,70,70,45,36,28,3 ★,2★,Medium,Medium,66,68,50,63,39,71
M. Barragán,217710,27,68,"5'10""",168lbs,Right,ST,$1.1M,$11K,58,67,67,65,65,66,66,54,55,67,72,71,77,62,64,69,78,69,72,62,65,31,66,65,67,53,18,36,31,4 ★,3★,High,Medium,71,66,62,67,32,70
C. Fierro,192110,24,67,"5'9""",154lbs,Right,RM,$1.1M,$3K,64,59,69,65,45,63,59,44,55,68,80,83,88,61,68,64,75,74,58,52,35,35,67,50,54,63,30,27,24,4 ★,3★,High,Medium,82,58,59,67,33,58
M. Migliorini,210543,27,68,"6'4""",190lbs,Right,CB,$1.1M,$2K,18,26,70,45,25,31,34,31,45,46,49,34,34,56,35,36,73,55,88,19,67,64,25,39,50,65,70,68,66,2 ★,2★,Low,High,41,28,37,37,68,75
Jorge Padilla,254320,18,64,"5'9""",146lbs,Right,ST,$1.1M,$1K,47,68,55,58,42,67,41,37,45,65,83,78,74,60,80,58,76,52,44,62,46,12,64,55,65,64,32,35,32,3 ★,3★,High,High,80,63,51,67,31,48
Pablo Valcarce,211057,26,68,"5'8""",154lbs,Right,RM,$1.1M,$5K,67,65,47,65,40,69,66,43,60,68,74,75,79,65,77,68,72,71,64,68,59,55,65,63,54,66,44,56,49,3 ★,3★,Medium,Medium,75,64,63,70,51,65
B. Enobakhare,229745,21,66,"5'10""",170lbs,Right,RM,$1.1M,$16K,58,58,51,62,52,75,56,38,57,73,79,78,81,56,86,64,56,61,64,50,49,26,57,59,56,57,17,31,25,3 ★,4★,Medium,Medium,78,57,58,75,27,60
B. Chardonnet,215410,24,67,"5'11""",163lbs,Right,CB,$1.1M,$6K,45,27,70,57,33,45,35,35,55,60,62,64,57,57,71,49,82,67,75,32,57,61,35,38,68,59,63,71,65,3 ★,2★,Low,High,63,35,48,53,66,70
F. Campbell,169586,31,69,"5'8""",176lbs,Right,ST,$1.1M,$19K,64,69,67,66,66,67,46,58,46,67,71,69,69,66,79,68,74,67,63,59,77,22,70,64,64,68,39,35,28,3 ★,3★,High,Medium,70,66,61,68,36,67
M. Saadane,235890,27,68,"6'2""",165lbs,Right,CDM,$1.1M,$12K,54,41,68,69,33,56,43,54,67,69,58,60,63,58,59,61,66,72,71,52,72,67,36,49,67,62,61,70,69,3 ★,2★,Medium,Medium,59,48,60,61,66,71
Israel Puerto,211315,26,68,"6'2""",165lbs,Right,CB,$1.1M,$4K,41,16,71,68,23,40,27,38,63,64,54,68,54,55,54,49,75,63,76,25,63,70,22,32,51,50,61,66,69,3 ★,2★,Low,Medium,62,27,51,50,66,70
M. Forss,241523,20,65,"6'0""",168lbs,Right,ST,$1.1M,$10K,32,71,58,49,56,52,30,28,35,62,67,67,57,61,70,71,65,60,67,56,63,34,67,50,52,57,23,33,22,3 ★,2★,High,Medium,67,66,42,57,32,64
G. Guiffrey,244851,21,66,"6'0""",163lbs,Left,CB,$1.1M,$3K,54,31,62,56,38,48,32,30,54,59,68,74,69,65,67,49,72,75,69,32,62,61,44,34,41,55,66,68,66,3 ★,2★,Low,High,71,36,48,55,65,69
J. Obita,200820,25,68,"5'11""",163lbs,Left,LB,$1.1M,$9K,72,59,58,65,65,65,76,69,66,71,72,71,78,67,72,68,65,53,61,65,68,64,64,65,62,68,70,69,66,3 ★,3★,Medium,Medium,71,63,67,69,67,61
G. Athanasiadis,252022,26,69,"6'3""",185lbs,Right,GK,$1.1M,$565,10,9,10,23,6,8,10,13,15,14,25,38,55,62,31,49,70,22,67,7,40,11,10,41,10,45,8,11,11,2 ★,1★,Medium,Medium,69,67,65,75,32,66
M. Caufriez,228983,22,67,"6'1""",185lbs,Right,CB,$1.1M,$4K,27,18,62,59,24,37,23,25,57,59,52,58,38,63,54,42,49,66,77,21,68,66,22,52,33,67,65,69,66,3 ★,2★,Medium,Medium,55,25,47,46,66,71
M. Wdowiak,222329,22,66,"5'9""",132lbs,Right,RM,$1.1M,$2K,58,56,49,63,44,67,56,38,59,63,83,93,84,55,85,60,64,68,58,56,57,41,58,60,50,55,44,36,32,2 ★,3★,Medium,Medium,89,56,59,68,40,61
T. Eaves,198011,27,68,"6'3""",190lbs,Right,ST,$1.1M,$8K,28,68,76,52,63,59,32,29,41,62,52,54,58,62,34,79,69,72,92,60,60,20,66,35,65,63,29,42,31,4 ★,2★,High,Medium,53,68,40,59,36,79
N. Molina,233084,21,66,"5'9""",154lbs,Right,RWB,$1.1M,$5K,65,24,47,64,30,60,52,32,58,64,79,69,72,63,74,53,75,78,65,38,60,70,56,50,38,63,60,65,58,3 ★,2★,Medium,Medium,74,35,58,63,62,68
E. Gutiérrez,244348,23,67,"5'9""",148lbs,Right,CDM,$1.1M,$11K,57,31,53,66,33,55,36,40,63,65,68,63,67,63,67,29,63,74,71,34,65,68,54,52,42,50,68,68,67,3 ★,2★,Medium,High,65,33,58,60,66,70
M. Christiansen,226686,22,67,"6'1""",181lbs,Right,CDM,$1.1M,$1K,62,45,62,66,39,64,64,49,64,66,55,63,63,65,64,64,69,75,77,50,71,67,53,61,48,62,63,65,62,2 ★,2★,Medium,Medium,59,50,63,65,64,75
I. Boonen,240511,20,66,"5'10""",146lbs,Left,LM,$1.1M,$4K,63,68,53,64,59,66,50,48,58,68,74,72,70,64,72,66,67,55,56,60,61,24,60,60,67,62,22,35,36,4 ★,3★,High,Medium,73,65,61,67,31,57
H. Zapata,222080,24,67,"6'0""",170lbs,Right,RM,$1.1M,$2K,61,62,46,62,50,70,64,41,55,66,79,81,82,65,62,53,52,70,75,55,45,43,62,58,45,60,49,31,35,3 ★,3★,Medium,Medium,80,57,59,69,41,67
L. Gómez,232832,23,67,"5'4""",146lbs,Right,RM,$1.1M,$5K,68,58,49,65,48,75,52,45,63,69,79,78,87,67,93,63,72,79,54,62,58,65,67,63,48,64,66,59,57,3 ★,3★,High,High,78,59,63,75,61,62
M. Odubajo,202113,25,68,"5'10""",159lbs,Right,CB,$1.1M,$11K,61,55,63,65,31,67,47,42,62,65,78,83,77,65,77,64,74,60,71,58,69,67,62,68,51,64,68,70,67,3 ★,3★,Medium,Medium,81,56,62,68,68,68
E. Rivera,202885,27,68,"5'11""",170lbs,Left,ST,$1.1M,$11K,57,67,63,61,65,67,54,44,50,64,68,71,68,67,55,69,71,54,72,62,42,32,67,49,56,70,30,26,24,2 ★,3★,Medium,Low,70,66,55,66,32,61
G. Iñiguez,214661,25,67,"5'7""",168lbs,Right,CDM,$1.1M,$2K,59,44,48,70,48,65,58,46,70,70,66,66,76,60,80,70,72,71,70,58,74,64,60,62,50,60,61,66,62,3 ★,3★,Medium,Medium,66,53,64,68,62,71
T. Lumanza Lembi,215430,25,67,"5'10""",154lbs,Right,CM,$1.1M,$2K,56,48,57,70,45,68,60,46,65,69,70,68,68,65,72,67,67,72,73,60,63,65,62,65,51,69,60,63,62,4 ★,3★,Medium,High,69,55,64,68,62,70
M. Dimun,234886,22,66,"6'1""",168lbs,Right,CDM,$1.1M,$2K,36,31,64,67,45,53,31,43,64,65,67,59,61,54,65,46,70,88,73,38,61,61,43,56,50,59,64,67,58,3 ★,2★,Medium,Medium,63,38,55,58,64,74
C. Melgar,253574,25,67,"5'7""",152lbs,Right,RM,$1.1M,$565,67,59,57,59,66,70,58,61,70,67,70,71,71,65,71,65,45,69,61,70,45,57,64,70,59,68,55,45,48,3 ★,2★,High,Medium,71,63,65,69,52,59
Freddy Cardouso,236167,19,68,"5'8""",154lbs,Left,CAM,$1.1M,$4K,74,52,50,71,50,72,76,70,64,66,67,64,72,71,81,58,64,60,58,60,40,58,68,66,68,72,30,37,36,4 ★,3★,Medium,Low,65,56,70,71,40,55
B. Paulsen,198538,27,68,"6'3""",187lbs,Right,CB,$1.1M,$4K,54,56,72,59,59,53,58,52,58,58,63,61,61,60,56,59,70,72,83,62,80,60,63,49,58,56,66,66,65,3 ★,2★,High,Medium,62,58,55,56,65,79
M. Poaty,231307,21,66,"5'10""",161lbs,Left,LB,$1.1M,$2K,54,49,56,48,39,64,37,32,51,63,83,82,77,61,69,68,65,75,68,47,71,66,54,60,47,57,62,67,62,2 ★,3★,High,High,82,52,51,65,64,70
C. Rivas,219788,27,68,"5'7""",132lbs,Right,RM,$1.1M,$1K,68,63,49,64,63,72,54,54,62,63,80,77,71,58,80,68,75,68,50,65,36,18,67,67,57,63,15,31,32,3 ★,3★,High,Medium,78,64,64,69,26,53
F. Fernández,228748,27,68,"5'11""",185lbs,Right,ST,$1.1M,$565,52,68,66,62,57,65,62,39,50,69,67,68,71,67,72,68,63,55,73,61,35,19,68,43,58,66,37,19,13,3 ★,3★,Medium,Low,68,66,53,67,29,60
M. Lliuya,253581,27,68,"5'7""",148lbs,Right,CAM,$1.1M,$565,60,62,31,64,66,70,72,69,61,69,65,65,77,62,71,69,62,60,68,70,49,45,70,70,70,65,49,47,45,4 ★,3★,High,Medium,65,66,65,70,45,62
Adão Morrinhos,230287,27,68,"5'10""",161lbs,Right,ST,$1.1M,$14K,60,73,66,51,72,65,54,71,54,63,57,78,67,65,68,78,75,54,74,71,44,21,57,48,54,70,12,23,17,3 ★,3★,Medium,Medium,69,72,54,65,23,63
S. Srnić,247184,27,68,"5'9""",141lbs,Right,RM,$1.1M,$5K,67,63,49,69,59,70,70,68,61,66,72,63,68,64,80,66,51,66,45,59,59,49,65,66,60,66,46,39,36,3 ★,3★,Medium,Medium,67,63,67,69,44,53
Heitor Mutto,236177,27,68,"5'11""",165lbs,Left,CAM,$1.1M,$6K,65,66,55,59,62,75,53,52,61,69,68,60,72,63,50,70,47,51,53,64,55,22,68,70,72,45,26,21,23,4 ★,2★,Medium,Medium,64,67,62,71,26,53
Ricardo Mangas,240020,21,66,"5'10""",161lbs,Left,LB,$1.1M,$3K,58,30,52,60,32,60,36,38,50,60,67,66,61,65,66,31,70,68,50,33,66,69,59,40,46,63,68,67,68,3 ★,2★,Medium,Medium,66,33,52,61,66,59
E. Vandenabeele,244117,27,68,"6'0""",170lbs,Right,CB,$1.1M,$3K,34,39,69,58,24,44,34,21,45,51,56,53,49,63,60,43,80,72,75,39,70,67,21,34,44,49,67,70,66,2 ★,2★,Low,Medium,54,38,43,48,68,74
O. Barreto,222358,26,68,"5'8""",150lbs,Right,RW,$1.1M,$3K,66,59,55,65,52,68,45,40,62,68,69,80,84,66,77,69,82,65,49,65,37,18,68,70,59,65,54,18,20,3 ★,4★,Medium,Low,75,62,64,70,33,52
G. Cooper,222870,22,66,"5'9""",159lbs,Left,LM,$1.1M,$6K,68,57,38,62,49,68,67,65,63,62,77,78,76,54,84,63,46,67,58,59,47,49,59,66,43,58,50,55,49,3 ★,3★,Medium,Medium,78,58,65,67,50,57
J. Salas,224150,25,67,"6'0""",161lbs,Right,CM,$1.1M,$4K,58,51,47,72,54,64,54,42,72,68,67,64,65,62,63,64,48,72,73,55,73,64,60,64,59,56,55,61,58,3 ★,3★,Medium,Medium,65,55,65,65,58,72
K. Boto,228759,23,67,"6'0""",157lbs,Left,LB,$1.1M,$2K,65,36,63,66,51,62,51,30,66,62,72,70,62,62,61,53,73,75,72,67,50,63,62,42,42,56,65,67,65,4 ★,2★,Medium,Medium,71,48,58,62,65,68
H. Wright,238743,21,65,"6'4""",198lbs,Right,ST,$1.1M,$2K,42,65,67,55,51,60,51,34,37,62,68,75,60,59,40,67,66,62,87,60,30,13,59,55,64,57,20,20,18,4 ★,2★,Medium,Medium,72,63,48,60,23,68
O. Andrievskyi,244375,25,67,"5'11""",163lbs,Left,CDM,$1.1M,$565,45,39,47,71,37,42,36,56,73,56,65,67,50,70,67,69,60,71,52,71,63,65,45,59,35,60,66,66,68,2 ★,2★,High,Medium,66,51,61,50,64,59
J. Earl,239513,20,66,"6'4""",172lbs,Left,LB,$1.1M,$6K,60,38,45,54,47,65,39,39,48,63,71,85,67,52,67,59,45,76,73,34,82,64,49,38,52,50,63,73,66,3 ★,3★,High,Medium,79,43,50,64,65,74
F. Kalig,228508,26,68,"5'11""",172lbs,Right,CB,$1.1M,$4K,49,40,64,57,38,57,48,39,48,49,67,64,65,68,68,52,85,64,68,37,74,67,41,47,51,56,63,69,70,3 ★,2★,Medium,Medium,65,42,51,57,66,69
A. Da Cruz,230557,22,66,"6'0""",163lbs,Right,ST,$1.1M,$9K,61,66,52,61,55,67,70,41,48,66,78,77,73,62,67,75,50,56,62,65,55,24,62,53,40,64,48,35,26,3 ★,3★,High,Medium,77,66,57,67,38,59
K. Kronholm,186781,33,70,"6'2""",183lbs,Right,GK,$1.1M,$4K,10,9,9,45,7,15,9,10,36,29,29,42,30,69,38,49,67,33,74,8,30,12,9,55,18,45,10,8,9,3 ★,1★,Medium,Medium,74,64,65,74,36,64
C. Cándido,242335,24,67,"5'9""",143lbs,Left,LB,$1.1M,$565,65,36,73,65,30,61,57,58,58,67,83,85,75,52,70,46,60,66,40,45,50,52,56,44,51,47,71,67,66,2 ★,2★,High,Medium,84,41,59,64,66,50
N. Fröling,243360,19,65,"5'11""",176lbs,Right,ST,$1.1M,$960.5,59,64,52,52,59,64,35,46,38,61,73,77,70,63,82,69,77,82,71,65,80,28,65,57,73,55,38,37,16,3 ★,2★,High,High,75,65,51,65,35,76
Patric,202401,31,69,"6'2""",181lbs,Right,ST,$1.1M,$8K,43,65,85,65,67,66,59,55,51,65,64,62,53,65,32,67,67,60,90,64,70,39,66,53,70,60,17,30,21,3 ★,3★,Medium,Low,63,66,55,63,33,77
P. Cibicki,212643,25,67,"6'0""",146lbs,Right,CAM,$1.1M,$3K,67,63,57,64,63,66,67,68,52,68,77,80,83,73,64,63,70,77,57,68,57,21,69,67,60,64,25,32,30,2 ★,3★,High,Medium,79,64,64,69,30,63
S. Aškovski,224420,27,68,"5'10""",150lbs,Left,LM,$1.1M,$6K,67,65,46,66,38,69,52,28,64,65,71,73,69,66,65,63,73,78,65,56,65,58,65,63,40,60,52,61,62,3 ★,3★,High,Medium,72,60,63,67,56,69
A. Contrera,240292,27,68,"6'1""",154lbs,Left,CAM,$1.1M,$565,69,59,55,72,62,68,74,67,73,70,65,79,58,63,55,72,62,75,69,63,55,42,53,72,66,70,47,38,43,4 ★,3★,High,Medium,73,63,71,67,44,67
D. Rubio,204709,26,67,"5'11""",170lbs,Right,ST,$1.1M,$3K,52,72,67,63,70,69,61,42,49,70,68,65,73,68,76,74,70,74,61,68,66,23,72,58,74,66,28,40,40,3 ★,3★,Medium,Medium,66,72,57,70,36,66
Ismael,252325,18,65,"5'9""",163lbs,Right,CAM,$1.1M,$2K,51,61,48,69,44,68,42,50,67,66,68,67,74,61,74,57,54,53,49,63,59,62,56,66,47,57,54,62,55,3 ★,3★,Medium,Medium,67,59,62,68,58,52
M. Fox,208806,25,68,"6'1""",172lbs,Left,LB,$1.1M,$11K,66,41,62,64,34,58,57,29,54,66,66,61,56,68,69,55,75,73,70,38,60,66,47,43,39,59,68,70,68,2 ★,2★,Medium,Medium,63,43,57,61,68,69
T. Nydam,236710,19,64,"5'7""",132lbs,Left,LWB,$1.1M,$2K,63,45,46,67,36,64,50,35,66,66,75,73,78,55,81,60,55,72,53,60,77,62,56,62,43,66,59,64,65,3 ★,3★,Medium,High,74,51,63,66,60,63
J. Moulin,172198,33,70,"6'1""",194lbs,Right,GK,$1.1M,$14K,15,14,15,32,14,13,14,11,35,23,51,52,48,63,56,49,42,32,54,14,20,16,11,29,23,59,14,13,14,2 ★,1★,Medium,Medium,72,70,65,71,52,68
T. Oar,188071,27,68,"5'7""",141lbs,Left,LM,$1.1M,$2K,70,51,31,68,61,66,69,65,64,68,77,73,78,65,75,63,61,65,52,59,28,41,63,65,67,63,50,31,34,4 ★,3★,High,Medium,75,57,67,68,39,51
A. Contreras,214441,26,68,"6'0""",176lbs,Right,CB,$1.1M,$2K,52,48,75,65,36,47,37,42,62,54,54,34,49,63,39,41,80,72,87,36,59,66,44,37,44,53,65,63,67,3 ★,2★,Medium,High,43,43,54,50,66,77
L. Acevedo,222889,27,68,"6'6""",214lbs,Right,CB,$1.1M,$2K,31,40,70,53,31,25,36,31,37,52,34,52,32,62,30,46,45,68,90,27,84,68,32,37,39,55,65,66,62,3 ★,2★,Low,Medium,44,38,41,36,66,81
M. Fraisl,227497,26,69,"6'2""",174lbs,Right,GK,$1.1M,$3K,20,15,20,33,13,19,20,17,27,26,42,40,36,61,52,47,56,39,55,16,24,26,17,23,23,24,27,21,12,2 ★,1★,Medium,Medium,72,66,63,72,41,68
S. Camara,233643,26,68,"6'2""",185lbs,Left,CB,$1.1M,$6K,51,38,72,63,32,45,35,35,61,59,63,67,54,64,49,62,81,74,87,23,62,61,30,29,37,58,67,62,64,2 ★,2★,Medium,Medium,65,39,51,51,65,78
F. Ananou,234668,21,66,"6'0""",172lbs,Right,CB,$1.1M,$2K,59,30,65,57,41,53,27,32,40,58,79,73,68,60,63,45,82,72,72,43,69,64,55,30,45,54,67,67,62,3 ★,2★,High,Medium,76,38,47,57,66,72
B. Soumaré,251309,20,66,"5'11""",154lbs,Left,CM,$1.1M,$4K,54,50,60,71,44,70,59,44,71,67,66,69,60,61,75,77,60,60,54,52,58,58,57,65,52,60,50,59,58,2 ★,3★,High,Medium,68,56,64,68,56,57
A. Gnanduillet,212910,27,68,"6'4""",205lbs,Right,ST,$1.1M,$6K,40,68,74,53,60,63,51,62,40,59,70,73,68,57,38,75,68,69,90,65,82,22,66,38,65,49,38,31,37,4 ★,2★,Medium,High,72,68,46,61,36,82
Fer Niño,252590,18,64,"6'3""",165lbs,Right,ST,$1.1M,$3K,43,65,72,62,55,60,49,37,50,61,60,62,56,58,44,58,70,54,70,53,52,23,63,50,65,55,16,19,15,3 ★,2★,Medium,Medium,61,61,52,59,24,62
L. Ebecilio,200112,27,68,"5'10""",165lbs,Right,CAM,$1.1M,$4K,63,62,61,70,59,70,70,43,65,70,73,78,71,58,75,81,76,54,75,65,73,35,65,65,59,58,43,38,23,3 ★,3★,Medium,Medium,76,66,66,70,40,69
E. Orfano,208049,27,68,"5'7""",146lbs,Right,RM,$1.1M,$565,68,60,32,60,50,61,62,51,60,67,81,85,85,68,75,70,82,75,62,50,64,55,67,65,57,53,55,60,63,4 ★,2★,High,Medium,83,60,62,66,55,67
L. Kelly,225203,23,68,"6'2""",183lbs,Right,GK,$1.1M,$3K,13,20,16,34,16,15,22,20,35,25,31,46,53,57,45,54,48,32,37,20,31,24,15,19,13,38,15,14,13,3 ★,1★,Medium,Medium,70,65,72,69,39,68
T. Weilandt,204468,27,68,"6'1""",161lbs,Right,RW,$1.1M,$8K,61,67,49,66,56,72,66,59,51,71,75,75,75,65,71,67,49,69,66,68,33,38,63,67,52,60,36,41,30,3 ★,3★,Medium,Low,75,66,63,72,39,59
D. Wilson,193716,27,68,"6'2""",174lbs,Left,CB,$1.1M,$4K,31,44,67,63,36,58,42,30,70,60,49,58,58,58,40,37,70,75,78,32,75,63,33,55,37,63,63,67,67,2 ★,2★,Medium,Medium,54,39,53,58,65,76
Y. Urra,231351,22,68,"6'3""",194lbs,Right,GK,$1.1M,$2K,17,8,12,29,8,13,15,13,28,35,23,26,25,65,35,50,62,24,72,9,30,9,4,46,21,46,11,9,13,3 ★,1★,Medium,Medium,68,66,67,68,25,69
Pol Lozano,244407,19,64,"5'9""",150lbs,Right,CAM,$1.1M,$4K,55,42,41,68,43,66,50,38,64,68,66,65,63,58,72,57,60,62,48,54,53,42,62,67,49,64,53,59,58,3 ★,2★,Medium,Low,65,49,62,66,52,53
B. Godeau,210361,27,68,"6'3""",172lbs,Left,CB,$1.1M,$9K,62,29,70,62,27,43,32,38,63,57,35,39,56,67,57,56,42,72,67,32,71,71,28,46,35,62,70,69,67,3 ★,2★,Low,Medium,37,35,56,50,70,68
A. Coeff,188601,27,68,"6'1""",163lbs,Right,CDM,$1.1M,$3K,60,47,67,68,59,56,53,51,67,70,55,65,73,68,60,62,80,80,73,48,67,69,58,57,60,65,61,66,67,3 ★,2★,Medium,Medium,61,52,62,63,65,74
M. Pantović,231354,22,66,"6'1""",148lbs,Right,RM,$1.1M,$5K,70,61,58,61,58,68,66,46,55,69,70,64,67,52,66,62,57,62,64,44,32,29,68,66,50,52,40,39,35,3 ★,3★,Medium,Medium,67,57,62,67,39,57
C. Edwards,204220,25,67,"5'11""",154lbs,Right,CM,$1.1M,$2K,68,59,53,65,68,64,72,57,71,65,59,53,76,63,75,76,45,79,52,71,74,56,66,69,49,64,60,59,57,4 ★,3★,High,Medium,56,65,67,66,58,63
D. Ball,222396,23,67,"6'1""",165lbs,Right,CDM,$1.1M,$3K,47,41,64,68,27,50,30,30,65,65,57,62,65,60,66,53,72,75,67,34,74,66,53,58,31,67,67,65,62,2 ★,2★,Low,High,60,41,58,57,65,71
K. Lafferty,166844,31,69,"6'4""",194lbs,Right,ST,$1.1M,$9K,57,69,74,63,73,63,57,75,45,64,62,64,61,72,71,73,79,65,79,65,87,17,66,67,74,69,24,34,38,4 ★,3★,Medium,High,63,69,60,64,32,77
I. Depe,223424,26,68,"5'8""",146lbs,Left,RM,$1.1M,$7K,64,39,38,69,49,73,62,62,66,71,79,79,77,60,84,54,68,65,56,44,48,16,63,63,57,56,22,29,37,3 ★,3★,High,Low,79,46,66,73,26,57
R. González,213444,25,67,"5'9""",172lbs,Right,CDM,$1.1M,$18K,55,42,59,71,35,64,45,44,70,70,61,65,56,66,71,60,66,71,70,45,70,69,55,64,46,65,68,65,59,3 ★,3★,Medium,High,63,47,64,65,66,70
F. Kaufmann,216260,26,68,"5'11""",159lbs,Right,RM,$1.1M,$4K,68,54,40,65,53,69,68,47,52,67,87,86,77,64,77,65,78,86,63,52,70,59,55,57,49,56,41,60,57,3 ★,3★,High,High,86,56,61,69,52,71
Jonaldo Monteiro,230343,19,69,"5'10""",163lbs,Left,LB,$1.1M,$4K,66,51,61,71,53,55,54,55,67,61,75,74,71,72,73,52,56,81,67,45,71,63,55,61,61,62,64,66,65,3 ★,2★,Medium,Medium,74,51,66,60,64,71
Y. Etienne,243911,22,67,"5'9""",154lbs,Left,LB,$1.1M,$10K,65,37,52,64,36,66,66,50,63,62,77,75,79,62,76,52,78,63,58,45,67,63,57,56,39,58,65,67,68,3 ★,2★,Medium,Medium,76,43,62,66,64,62
G. Tello,238537,26,68,"5'5""",150lbs,Right,LW,$1.1M,$2K,71,68,37,67,52,72,48,48,56,69,84,90,85,51,84,65,43,70,51,59,35,14,42,63,55,57,37,13,19,4 ★,3★,High,Medium,87,63,63,72,23,52
K. Veendorp,222410,22,67,"6'0""",170lbs,Right,CB,$1.1M,$2K,34,39,64,68,50,50,40,57,67,64,66,68,65,59,53,68,65,63,78,56,68,64,23,56,62,58,63,67,67,4 ★,2★,Medium,Medium,67,49,57,56,65,72
M. Diouf,187084,31,69,"6'1""",174lbs,Right,ST,$1.1M,$19K,64,67,72,63,64,65,57,36,44,65,73,78,75,64,60,72,86,67,77,64,81,63,68,67,75,66,62,67,63,3 ★,3★,Medium,Medium,76,68,60,66,65,76
Kim Seung Joon,227789,24,67,"5'11""",154lbs,Right,RM,$1.1M,$3K,65,58,58,67,50,68,48,27,59,69,84,81,82,70,77,66,56,81,67,55,57,45,74,71,58,60,45,14,17,4 ★,4★,High,Medium,82,59,63,70,34,68
J. Varela,241871,22,66,"6'3""",176lbs,Right,CB,$1.1M,$3K,34,35,67,54,25,29,32,28,33,51,50,53,34,56,37,49,75,65,75,24,62,65,24,27,37,46,65,68,65,2 ★,2★,Medium,Medium,52,35,39,38,66,70
Jorge Cuenca,237522,19,65,"6'2""",168lbs,Left,CB,$1.1M,$15K,40,27,67,65,31,29,29,26,58,55,51,58,57,65,63,55,67,63,60,36,67,66,21,45,44,57,62,66,63,3 ★,2★,Medium,Medium,55,35,51,43,65,63
Y. Hurtado,232405,22,67,"5'7""",148lbs,Right,RWB,$1.1M,$1K,74,45,49,64,32,60,38,31,58,61,72,69,75,58,86,48,84,89,64,44,59,63,58,61,43,56,65,65,62,2 ★,2★,High,Medium,70,45,62,63,63,70
T. Deng,228310,22,67,"6'0""",163lbs,Right,CB,$1.1M,$4K,42,26,65,63,23,48,26,28,48,58,76,76,73,56,63,29,80,67,75,23,64,66,37,37,39,64,66,67,60,3 ★,2★,Medium,High,76,27,48,55,66,71
D. Dankerlui,234198,22,67,"5'8""",141lbs,Right,RM,$1.1M,$3K,68,55,44,65,35,69,66,56,53,64,82,84,76,64,77,63,69,74,66,45,63,65,62,58,49,64,55,64,63,4 ★,3★,High,Medium,83,54,62,68,59,68
T. Akindele,221657,27,68,"6'1""",174lbs,Right,ST,$1.1M,$4K,45,67,64,58,55,64,44,28,41,65,79,83,73,62,62,69,69,65,76,56,62,18,66,58,66,63,36,15,20,2 ★,3★,Medium,Low,81,65,51,65,27,70
Adriano,198874,31,69,"5'7""",150lbs,Right,ST,$1.1M,$6K,47,69,64,60,72,68,50,69,49,69,72,71,70,72,72,67,64,64,55,67,49,29,72,53,70,73,34,27,32,3 ★,3★,Medium,Low,71,69,54,69,34,57
G. Vicario,240091,22,68,"6'2""",168lbs,Right,GK,$1.1M,$1K,11,6,11,27,7,12,14,10,27,14,25,27,31,60,32,47,48,18,52,5,17,15,8,52,13,55,23,11,13,1 ★,1★,Medium,Medium,66,68,62,69,26,70
R. Hubník,138460,35,72,"6'4""",198lbs,Right,CB,$1.1M,$565,52,51,79,67,49,56,55,41,66,59,55,61,50,73,40,56,65,58,81,55,76,71,46,55,67,67,66,70,71,3 ★,2★,Medium,High,58,53,60,56,70,73
F. Sgarbi,244190,21,66,"6'3""",185lbs,Right,CB,$1.1M,$1K,30,22,70,52,29,32,22,31,40,48,63,61,52,58,50,45,78,58,79,25,60,59,21,26,42,60,66,66,64,2 ★,2★,Medium,Medium,62,29,38,41,65,70
A. Al Sulayhim,220895,25,67,"5'7""",139lbs,Right,CAM,$1.1M,$12K,51,55,53,67,46,68,68,64,65,70,78,68,92,68,89,57,79,78,58,51,59,60,66,61,50,62,61,61,62,3 ★,3★,Medium,Low,73,54,62,72,60,64
T. Matsumoto,237535,20,66,"5'11""",154lbs,Right,CM,$1.1M,$3K,52,48,48,68,35,62,47,49,65,67,54,60,66,60,66,53,55,90,65,56,51,61,52,65,43,58,61,66,62,3 ★,2★,Medium,Medium,57,50,62,64,61,68
